0.000000 	 0.000000 	 10.000000 	 12.000000
10.000000 	 0.000000 	 10.000000 	 12.000000
20.000000 	 0.000000 	 10.000000 	 11.961233
30.000000 	 0.000000 	 10.000000 	 11.923218
40.000000 	 0.000000 	 10.000000 	 11.885940
50.000000 	 0.000000 	 10.000000 	 11.849383
60.000000 	 0.000000 	 10.000000 	 11.813536
70.000000 	 0.000000 	 10.000000 	 11.778383
80.000000 	 0.000000 	 10.000000 	 11.743912
90.000000 	 0.000000 	 10.000000 	 11.710109
100.000000 	 0.000000 	 10.000000 	 11.676961
110.000000 	 0.000000 	 10.000000 	 11.644456
120.000000 	 0.000000 	 10.000000 	 11.612580
130.000000 	 0.000000 	 10.000000 	 11.581323
140.000000 	 0.000000 	 10.000000 	 11.550672
150.000000 	 0.000000 	 10.000000 	 11.520615
160.000000 	 0.000000 	 10.000000 	 11.491139
170.000000 	 0.000000 	 10.000000 	 11.462236
180.000000 	 0.000000 	 10.000000 	 11.433893
190.000000 	 0.000000 	 10.000000 	 11.406099
200.000000 	 0.000000 	 10.000000 	 11.378844
210.000000 	 0.000000 	 10.000000 	 11.352118
220.000000 	 0.000000 	 10.000000 	 11.325909
230.000000 	 0.000000 	 10.000000 	 11.300208
240.000000 	 0.000000 	 10.000000 	 11.275005
250.000000 	 0.000000 	 10.000000 	 11.250291
260.000000 	 0.000000 	 10.000000 	 11.226056
270.000000 	 0.000000 	 10.000000 	 11.202291
280.000000 	 0.000000 	 10.000000 	 11.178986
290.000000 	 0.000000 	 10.000000 	 11.156133
300.000000 	 0.000000 	 10.000000 	 11.133723
